560,614,9809,614,-1.964,0.144
561,615,9859,11Ari,-1.967,0.449
562,616,9827,616,-1.966,0.001
563,617,9884,13AlpAri,-1.969,0.409
564,618,9990,618,-1.975,1.02
565,619,9983,619,-1.975,0.776
566,620,9977,58And,-1.974,0.661
567,621,10115,621,-1.982,0.94
568,622,10064,4BetTri,-1.979,0.611
569,623,10053,14Ari,-1.978,0.453
570,624,10050,624,-1.978,0.301
571,625,9999,625,-1.976,-0.31
572,626,10350,626,-1.996,1.292
573,627,10227,5Per,-1.987,1.006
574,628,10176,59And,-1.985,0.681
575,630,10069,630,-1.979,-0.425
576,631,10155,15Ari,-1.984,0.34
577,632,10035,632,-1.977,-0.76
578,633,10203,16Ari,-1.986,0.453
579,634,10220,5Tri,-1.987,0.55
580,635,10212,64Cet,-1.987,0.15
581,636,10111,636,-1.981,-0.765
582,637,10138,637,-1.983,-0.887
583,638,10215,638,-1.987,-0.175
584,639,10234,63Cet,-1.988,-0.032
585,640,10438,55Cas,-2.001,1.161
586,641,10379,641,-1.997,1.022
587,642,10280,6Tri,-1.991,0.529
588,643,10340,60And,-1.995,0.772
589,644,10296,644,-1.992,0.422
590,645,10366,645,-1.997,0.891
591,646,10306,17EtaAri,-1.993,0.37
592,647,10403,647,-1.999,0.829
593,648,10328,19Ari,-1.994,0.267
594,649,10324,65Xi1Cet,-1.994,0.154
595,650,10305,66Cet,-1.993,-0.042
596,651,10326,651,-1.994,-0.367
597,652,10320,MuFor,-1.994,-0.536
598,653,10562,653,-2.007,0.834
599,654,10633,654,-2.011,0.996
600,655,10559,7Tri,-2.007,0.582
601,656,10540,20Ari,-2.006,0.45
602,657,10535,21Ari,-2.006,0.437
603,659,10440,659,-2.001,-0.718
604,660,10644,8DelTri,-2.012,0.597
605,661,10718,8Per,-2.016,1.011
606,662,10729,7Per,-2.016,1.004
607,664,10670,9GamTri,-2.013,0.591
608,666,10642,67Cet,-2.011,-0.112
609,667,10418,Pi1Hyi,-1.999,-1.184
610,669,10732,22TheAri,-2.016,0.347
611,670,10819,62And,-2.021,0.827
612,671,10814,671,-2.021,0.811
613,672,10723,672,-2.016,0.031
614,673,10830,673,-2.022,0.854
615,674,10602,PhiEri,-2.009,-0.899
616,675,10793,10Tri,-2.02,0.5
617,676,10795,676,-2.02,0.404
618,678,10513,Pi2Hyi,-2.005,-1.182
619,679,10924,679,-2.028,0.826
620,680,10884,680,-2.025,0.527
621,681,10826,68OmiCet,-2.022,-0.052
622,682,10944,63And,-2.029,0.875
623,683,10798,683,-2.02,-0.453
624,684,10854,684,-2.023,-0.076
625,685,11060,9Per,-2.035,0.975
626,686,10832,686,-2.022,-0.73
627,687,11090,687,-2.037,0.723
628,688,10871,688,-2.024,-0.976
629,689,11021,69Cet,-2.033,0.007
630,690,11174,690,-2.041,0.966
631,691,11046,70Cet,-2.034,-0.015
632,692,11029,692,-2.033,-0.188
633,693,11033,693,-2.034,-0.308
634,694,11220,64And,-2.044,0.873
635,695,11072,KapFor,-2.036,-0.416
636,696,11279,10Per,-2.048,0.988
637,697,11108,697,-2.038,-0.32
638,698,11043,698,-2.034,-0.754
639,699,11313,65And,-2.049,0.878
640,701,11102,701,-2.037,-0.892
641,702,11249,24XiAri,-2.046,0.185
642,703,11212,703,-2.043,-0.451
643,704,11261,71Cet,-2.046,-0.049
644,705,11001,DelHyi,-2.032,-1.198
645,706,11231,706,-2.044,-0.713
646,707,11569,IotCas,-2.064,1.176
647,708,11345,72RhoCet,-2.051,-0.215
648,709,11465,66And,-2.059,0.883
649,710,11348,710,-2.051,-0.268
650,711,11415,711,-2.056,0.471
651,712,11432,11Tri,-2.057,0.555
652,713,11381,713,-2.053,-0.35
653,714,11258,LamHor,-2.046,-1.053
654,715,11095,KapHyi,-2.037,-1.285
655,717,11486,12Tri,-2.06,0.518
656,718,11484,73Xi2Cet,-2.06,0.148
657,719,11474,719,-2.059,0.034
658,720,11548,13Tri,-2.063,0.522
659,721,11407,KapEri,-2.055,-0.833
660,722,11293,722,-2.048,-1.161
661,723,11578,723,-2.065,0.41
662,724,11477,PhiFor,-2.06,-0.59
663,725,11603,725,-2.066,0.167
664,726,11651,726,-2.069,0.591
665,727,11524,727,-2.062,-0.543
666,728,11670,728,-2.071,0.44
667,729,11678,26Ari,-2.071,0.347
668,731,11698,27Ari,-2.072,0.309
669,732,11687,732,-2.072,0.004
670,734,11479,734,-2.06,-1.122
671,735,11671,735,-2.071,-0.393
672,736,11784,14Tri,-2.077,0.631
673,737,11738,737,-2.075,0.04
674,738,11840,738,-2.081,0.603
675,739,11791,75Cet,-2.078,-0.018
676,740,11783,76SigCet,-2.077,-0.266
677,741,11843,29Ari,-2.081,0.262
678,742,11802,742,-2.078,-0.636
679,743,12273,743,-2.103,1.271
680,744,11867,Lam1For,-2.082,-0.605
681,745,11907,745,-2.084,-0.349
682,746,12057,746,-2.092,0.692
683,747,12239,747,-2.101,1.147
684,748,12072,748,-2.093,0.651
685,749,11918,OmeFor,-2.085,-0.493
686,750,12086,15Tri,-2.093,0.605
687,751,12022,751,-2.09,0.13
688,752,12002,77Cet,-2.089,-0.137
689,753,12114,753,-2.095,0.12
690,754,12093,78NuCet,-2.094,0.098
691,755,11925,755,-2.085,-0.892
692,756,12181,756,-2.099,0.676
693,757,12160,757,-2.098,0.552
694,758,12193,758,-2.099,0.598
