2575,2657,3
2581,2612,1
2604,2853,1
2612,2695,15
2625,2691,2
2625,2695,2
2661,2730,1
2661,2740,1
2680,2876,1
2691,3126,1
2691,2695,1
2723,2905,1
2740,2794,1
2740,2873,1
2740,2853,1
2794,2873,1
2853,2892,1
2892,3099,1
2892,3101,1
2892,3136,1
2892,3274,1
2892,3081,1
2905,3011,1
2927,3216,3
2951,3222,1
2982,3136,3
2982,3297,1
2982,3322,1
2982,3110,1
2995,3385,4
3006,3766,1
3011,3257,2
3068,3074,5
3068,3133,5
3074,3107,5
3081,3128,2
3092,3120,2
3092,3128,1
3101,3136,1
3114,3126,3
3114,3216,3
3120,3168,2
3126,3361,1
3128,3274,1
3133,3143,4
3133,3194,1
3136,3364,6
3143,3194,3
3194,3303,3
3194,3594,1
3213,3403,4
3213,3222,1
3213,3237,4
3222,3327,2
3222,3340,1
3237,3639,1
3256,3274,1
3256,3364,1
3261,3403,1
3274,3412,2
3274,3807,1
3297,3335,2
3297,3364,1
3303,3377,2
3303,3465,1
3322,3643,3
3327,3340,2
3335,3448,1
3335,3503,1
3335,3654,1
3340,3587,1
3340,3361,2
3361,3401,2
3364,3427,1
3364,3558,2
3377,3465,2
3377,3521,3
3385,3507,3
3385,3886,1
3401,3493,2
3403,3507,3
3412,3631,1
3423,3880,1
3448,3503,1
3472,3594,1
3472,3592,1
3493,3523,8
3503,3509,2
3503,3654,1
3507,3886,3
3509,3643,1
3521,3605,3
3521,3693,1
3523,3637,8
3558,3759,1
3587,3699,2
3588,3594,7
3588,3661,8
3592,3594,2
3592,3729,2
3594,3661,1
3605,3693,3
3631,3759,1
3637,3661,9
3637,3846,1
3639,3670,5
3643,3701,1
3643,3791,2
3654,3712,1
3654,3735,1
3654,3791,2
3661,3885,1
3661,3936,2
3670,3699,1
3670,3916,3
3670,3953,1
3693,3820,2
3693,4022,1
3699,3834,2
3712,3844,1
3735,3791,1
3759,3807,1
3766,3822,1
3766,4234,1
3791,4089,1
3820,4022,1
3820,3872,2
3822,4234,1
3834,3953,1
3844,3918,1
3846,3936,1
3872,3923,3
3872,3957,2
3880,3886,20
3880,4123,18
3885,3936,1
3916,4087,3
3923,4022,1
3936,3938,7
3936,3953,1
3938,3974,2
3938,4103,3
3957,3980,3
3957,4022,1
3961,3974,1
3961,4086,1
3965,4217,1
3974,4103,1
3974,4109,1
4009,4338,4
4022,4121,3
4037,4089,1
4041,4086,1
4086,4109,1
4086,4172,2
4087,4336,1
4087,4123,3
4089,4180,1
4089,4348,1
4109,4247,2
4121,4185,1
4123,4221,19
4180,4237,1
4183,4297,1
4183,4199,1
4185,4192,6
4192,4222,6
4192,4337,6
4217,4256,1
4217,4315,13
4221,4446,19
4222,4309,6
4237,4285,1
4237,4391,1
4247,4373,3
4256,4400,1
4256,4285,1
4285,4391,1
4285,4400,12
4291,4514,5
4297,4352,1
4297,4368,1
4309,4373,1
4309,4326,2
4315,4440,1
4315,4368,1
4315,4400,11
4324,4462,2
4324,4348,3
4336,4454,3
4338,4795,4
4348,4391,4
4352,4368,1
4368,4647,2
4368,4737,1
4373,4451,6
4373,4580,1
4373,4497,1
4400,4440,1
4400,4772,1
4434,4555,1
4446,4579,19
4451,4470,6
4451,4626,3
4454,4701,1
4454,4514,1
4470,4501,1
4501,4514,3
4548,4791,2
4555,4609,1
4555,4681,1
4555,4702,1
4579,4701,19
4579,4795,1
4579,5204,1
4580,4626,4
4580,5017,1
4609,4700,1
4609,4702,1
4626,4769,2
4626,4998,1
4647,4772,2
4647,4737,2
4647,4950,1
4681,4718,3
4696,4709,2
4696,4741,2
4700,4703,3
4700,4792,1
4702,4718,2
4702,4792,2
4703,4753,2
4703,4754,1
4709,4741,2
4737,4754,1
4737,4931,2
4741,4842,4
4741,4966,2
4753,4789,1
4754,4765,1
4765,4854,1
4769,4840,1
4769,4998,1
4772,4950,9
4792,4931,3
4795,5204,1
4795,5213,4
4819,4840,4
4840,4975,2
4841,4960,1
4841,7820,1
4842,4966,1
4842,4993,2
4851,4926,1
4851,4900,1
4867,4876,1
4893,4959,1
4917,4944,1
4921,4926,4
4921,4938,1
4921,4993,4
4922,5047,2
4926,5083,5
4926,4993,1
4931,5060,1
4938,4993,1
4944,4959,2
4944,5124,2
4953,5143,1
4959,5055,2
4959,5086,1
4959,5122,1
4960,5464,1
4960,5541,1
4961,4973,1
4966,4993,2
4975,5158,1
4975,4998,2
4993,5256,1
4998,5082,1
5013,5159,1
5015,5055,1
5017,5084,2
5017,5158,5
5047,5204,10
5047,5355,6
5055,5060,1
5055,5103,1
5083,5154,3
5083,5203,2
5083,5933,1
5084,5273,1
5084,5395,1
5086,5156,1
5086,5103,1
5103,5180,1
5122,5124,1
5124,5143,1
5143,5349,1
5144,5349,2
5154,5203,3
5154,5216,1
5158,5252,3
5159,5273,1
5167,5177,2
5167,5180,1
5167,5242,3
5177,5336,1
5203,5466,1
5204,5804,1
5213,5434,5
5216,5244,10
5216,5256,11
5242,5260,1
5242,5399,2
5242,5694,1
5252,5360,2
5252,5433,1
5253,5309,3
5253,5321,3
5256,5305,12
5257,5379,1
5257,5273,2
5273,5379,1
5305,5332,1
5305,5398,12
5309,5344,3
5321,5384,4
5321,5332,3
5334,5344,1
5336,5379,2
5336,5399,2
5336,5435,1
5344,5497,2
5349,5645,2
5349,5472,1
5355,5739,7
5360,5404,1
5360,5433,1
5379,5395,7
5379,5568,2
5384,5534,2
5395,5404,15
5395,5523,7
5395,5598,2
5398,5641,1
5399,5435,2
5404,5433,13
5404,5440,1
5433,5469,3
5433,5440,2
5434,5567,7
5440,5444,1
5464,5541,1
5466,5531,2
5472,5656,1
5497,5514,2
5497,5582,1
5497,5721,1
5511,5551,1
5514,5608,3
5514,5721,1
5523,5568,10
5531,5601,4
5534,5581,5
5541,5596,2
5543,5586,2
5543,5554,1
5554,5580,1
5567,5804,7
5568,5598,11
5580,5586,2
5580,5608,2
5580,5790,2
5581,5641,4
5581,5815,1
5586,5598,1
5598,5668,8
5601,5648,4
5608,5790,2
5641,5648,1
5641,5741,6
5648,5823,3
5656,5707,4
5668,5674,12
5674,5694,7
5674,5792,3
5694,5792,6
5703,5721,1
5707,5862,3
5707,5717,2
5717,5909,1
5721,5897,1
5721,5950,2
5739,6159,7
5741,5815,2
5741,5823,3
5790,5853,1
5790,5955,2
5790,6080,1
5792,5948,9
5804,6071,4
5804,6280,1
5804,6285,3
5804,6615,1
5808,5853,2
5815,6014,1
5815,5923,3
5823,5884,3
5846,5955,1
5846,5975,1
5853,5885,1
5861,5862,2
5861,5909,2
5862,5899,2
5884,6077,2
5897,5996,1
5907,5924,12
5909,5948,2
5909,6121,1
5923,6014,4
5924,5974,10
5924,6019,1
5924,5941,1
5933,6087,6
5933,5949,5
5941,5974,1
5948,5974,1
5948,6006,8
5949,6071,5
5950,5996,3
5955,5975,1
5955,6080,2
5974,6019,2
5974,6006,11
5976,6123,2
5982,6077,2
5982,6087,1
5996,6018,2
5996,6080,1
6006,6019,1
6006,6198,1
6014,6085,2
6014,6150,2
6014,6549,1
6018,6096,1
6019,6198,1
6071,6615,1
6077,6085,1
6077,6348,1
6080,6230,2
6085,6150,2
6087,6348,1
6096,6129,3
6096,6146,1
6105,6129,3
6105,6230,1
6110,6157,1
6121,6265,1
6123,6216,1
6123,6414,1
6124,6240,1
6124,6273,1
6124,6220,5
6150,6233,1
6180,6273,3
6198,6240,6
6198,6258,1
6216,6414,1
6220,6240,7
6220,6273,5
6230,6470,3
6240,6542,1
6258,6265,2
6258,6570,1
6273,6385,6
6273,6451,1
6280,6653,1
6285,6653,4
6324,6404,2
6330,6438,2
6330,6860,2
6348,6397,3
6348,6399,7
6348,6437,1
6385,6451,6
6399,6468,5
6402,6410,1
6404,6516,1
6404,6550,1
6414,6438,2
6437,6502,6
6437,6468,6
6451,6517,1
6451,6537,3
6451,6548,5
6451,6575,1
6470,6549,1
6477,6537,4
6477,6641,1
6483,6604,1
6500,6549,2
6516,6550,1
6517,6542,1
6517,6548,5
6517,6889,1
6517,6649,1
6537,6575,3
6542,6566,8
6549,6803,2
6550,6674,2
6566,6570,8
6575,6641,2
6604,6619,2
6615,6853,5
6630,6711,3
6638,6644,1
6638,6649,3
6644,6852,1
6649,6852,2
6653,6853,4
6674,6719,1
6674,6735,1
6674,6843,1
6674,6870,1
6709,7049,2
6709,6881,4
6711,6753,1
6711,6806,3
6762,6770,3
6762,6813,2
6803,6830,10
6806,6992,1
6806,7049,6
6813,6901,2
6830,6870,8
6830,7128,1
6843,6870,1
6843,6971,2
6852,6889,2
6860,6930,2
6870,6971,1
6870,7101,2
6881,7049,5
6881,7059,1
6930,7043,2
6930,7156,2
6992,7166,1
7003,7030,1
7010,7030,5
7030,7177,1
7030,7303,4
7049,7166,8
7049,7189,6
7059,7084,1
7059,7189,1
7099,7197,1
7101,7128,6
7115,7358,1
7128,7150,11
7130,7350,1
7150,7169,11
7156,7398,2
7166,7260,1
7166,7307,1
7166,7665,1
7169,7188,11
7177,7219,6
7177,7303,3
7188,7390,1
7189,7335,4
7189,7364,1
7190,7191,2
7190,7444,1
7191,7444,1
7197,7379,1
7219,7308,3
7224,7358,1
7260,7307,1
7260,7349,1
7260,7361,1
7303,7384,4
7303,7419,1
7307,7463,1
7307,7542,1
7307,7665,1
7308,7419,2
7324,7342,2
7335,7364,1
7335,7518,3
7342,7350,2
7349,7364,1
7349,7361,1
7350,7444,2
7350,7517,1
7379,7450,3
7379,7665,1
7379,7524,1
7379,7541,1
7379,7619,1
7384,7419,4
7384,7489,4
7390,7521,2
7390,7523,1
7419,7530,1
7444,7616,3
7450,7877,2
7450,8137,3
7463,7685,1
7465,7820,1
7489,7530,5
7514,7631,3
7517,7521,1
7517,7616,1
7517,7650,3
7518,7523,1
7523,7630,5
7524,7665,2
7524,7541,1
7530,7620,1
7530,7881,1
7541,7665,1
7542,7736,1
7559,7613,3
7559,7751,1
7559,7826,1
7613,7751,1
7616,7650,1
7616,7718,4
7619,7877,1
7620,7699,2
7620,7863,1
7625,7751,3
7625,7859,1
7625,7754,1
7630,7654,1
7630,7852,2
7631,7769,1
7650,7824,2
7654,7698,1
7665,7764,3
7685,7698,1
7694,7736,1
7698,7840,1
7698,7942,1
7699,7718,2
7702,7738,1
7702,8020,1
7718,7753,6
7718,7789,1
7736,7778,3
7738,8225,1
7751,7826,2
7753,7789,5
7754,7826,2
7764,7877,1
7765,7778,2
7769,7818,1
7769,7878,1
7778,8126,1
7789,7881,3
7789,7824,1
7818,7910,2
7818,7966,1
7824,7850,4
7826,7859,4
7826,7995,2
7840,7953,3
7850,7958,3
7852,7958,2
7852,7867,4
7859,7929,2
7863,7881,3
7863,7892,4
7863,8014,1
7867,7953,4
7878,7903,1
7881,8007,2
7881,8014,1
7892,7987,3
7892,8029,1
7892,8062,1
7903,7910,2
7929,8020,1
7942,8126,1
7953,7958,8
7953,8073,2
7958,8073,1
7964,7995,2
7966,7987,1
7987,8062,3
8007,8014,2
8007,8024,1
8007,8238,1
8014,8029,3
8024,8084,3
8034,8104,1
8062,8149,1
8062,8074,2
8074,8149,2
8084,8133,3
8126,8139,1
8129,8139,1
8133,8146,2
8133,8223,3
8149,8238,1
