13,34,10
13,149,3
13,8073,1
13,7953,7
19,152,12
19,115,4
19,137,1
19,239,8
19,7764,1
19,7877,1
19,8126,1
23,88,2
23,8104,1
34,8133,1
43,8149,2
68,169,3
68,302,1
70,113,2
70,8225,1
86,644,1
86,1114,1
86,7465,1
87,88,2
88,291,2
113,8020,1
115,239,3
137,422,1
137,8126,1
137,152,1
138,244,3
138,149,3
138,305,1
147,149,1
147,195,2
149,305,2
152,198,4
152,311,2
169,302,2
169,462,1
172,306,1
195,246,1
198,239,3
203,268,3
203,8223,1
239,366,12
244,305,4
255,8104,1
259,385,2
268,397,1
268,443,4
291,390,2
291,400,1
302,365,4
305,550,2
305,568,1
306,400,1
306,430,1
311,366,1
365,544,1
365,491,3
366,494,11
385,6159,7
397,463,5
400,506,1
400,515,1
416,550,1
416,422,2
422,450,2
422,550,1
430,515,1
443,463,3
443,544,4
450,730,1
462,491,3
462,534,1
463,544,1
491,621,1
491,742,1
494,763,1
494,839,1
494,953,1
496,568,4
496,563,2
497,504,8
504,563,9
515,615,2
540,644,1
540,1086,1
540,1114,1
544,712,1
550,568,2
550,768,1
550,730,1
563,766,5
568,607,5
594,656,3
607,768,1
615,659,2
621,712,1
621,742,1
644,737,2
656,735,4
656,744,4
659,726,1
659,822,1
712,735,4
726,822,1
730,782,1
730,863,1
735,835,4
737,1114,1
742,749,1
742,802,1
749,843,3
763,839,4
766,814,1
768,845,4
768,858,1
769,885,1
782,839,1
782,859,2
802,999,2
814,873,2
822,928,1
822,1098,1
839,953,1
839,937,5
843,885,1
843,924,3
845,858,4
858,863,3
858,1125,2
858,1036,4
859,863,2
859,937,1
863,937,1
924,999,1
924,1003,3
928,1098,1
937,1036,4
937,969,1
937,1002,1
937,1162,1
948,955,1
955,981,1
969,1002,1
999,1049,2
1002,1036,2
1003,1084,3
1036,1125,3
1036,1174,2
1044,1109,4
1048,1125,1
1049,1353,1
1049,1074,1
1055,1068,22
1055,1058,8
1055,1062,13
1058,1062,10
1068,1089,2
1068,1076,20
1074,1135,1
1076,1089,20
1076,1143,1
1084,1242,2
1086,1231,1
1089,1267,2
1098,1102,2
1102,1242,2
1109,1125,1
1109,1132,4
1125,1132,4
1125,1511,1
1143,1241,3
1159,1267,1
1162,1202,2
1174,1202,2
1197,1353,1
1231,1250,1
1233,1355,2
1241,1267,23
1241,1303,20
1241,1287,1
1242,1286,3
1267,1301,19
1267,1282,4
1282,1301,4
1286,1354,3
1287,1303,1
1301,1386,1
1303,1347,21
1347,1428,1
1347,1724,1
1347,1744,1
1348,1363,1
1353,1406,1
1354,1524,1
1354,1709,1
1355,1756,2
1371,1549,1
1386,1645,1
1406,1444,2
1428,1429,4
1428,1436,7
1429,1462,2
1436,1449,5
1436,1644,2
1444,1536,1
1449,1644,1
1449,1481,2
1449,1536,2
1450,1893,1
1459,1511,1
1459,1645,4
1459,1488,2
1462,1644,1
1462,1724,1
1484,1511,2
1484,1575,1
1488,1511,3
1511,1575,1
1511,1837,1
1524,1569,1
1524,1680,3
1536,1580,3
1536,1597,1
1536,1549,2
1536,1642,2
1564,1572,5
1564,1580,2
1569,1712,3
1569,1572,3
1572,1615,4
1575,1903,5
1580,1638,3
1580,1642,2
1580,1829,8
1597,1638,1
1638,1730,1
1638,1829,2
1642,1699,6
1644,1699,11
1644,1724,5
1644,1880,6
1644,1721,1
1645,1744,2
1645,1910,3
1680,1712,4
1680,1809,4
1689,1699,1
1699,1880,2
1699,1738,33
1709,1786,4
1712,1823,2
1721,1741,4
1721,1724,4
1724,1741,2
1724,1880,4
1730,1829,1
1730,1734,1
1733,1734,5
1733,1764,2
1734,1735,5
1735,1780,3
1735,1738,1
1735,1764,2
1738,1780,33
1741,1880,2
1756,1840,2
1764,1780,4
1780,1880,2
1780,1829,9
1780,2256,1
1786,1863,2
1786,1920,1
1809,1859,3
1823,1900,2
1829,2026,1
1829,1900,1
1863,1920,1
1863,1933,1
1863,2072,2
1870,1946,1
1870,1969,1
1880,1937,3
1880,2017,1
1903,1910,4
1903,2612,1
1920,2048,2
1937,2003,1
1946,2017,2
1969,2003,3
2017,2075,4
2026,2132,2
2026,2084,1
2035,2318,1
2048,2083,1
2072,2082,1
2072,2297,2
2072,2372,1
2072,2403,1
2075,2122,3
2075,2192,2
2075,2240,5
2082,2159,1
2082,2200,1
2082,2213,1
2082,2256,2
2084,2157,1
2107,2221,1
2107,2308,1
2122,2192,3
2132,2459,1
2159,2337,1
2192,2250,6
2192,2400,1
2200,2256,2
2221,2311,1
2221,2604,1
2240,2400,4
2240,2517,1
2240,2612,2
2250,2503,1
2256,2332,1
2256,2657,3
2256,2351,2
2297,2513,1
2297,2372,3
2299,2442,3
2318,2951,1
2332,2406,2
2351,2406,1
2351,2403,1
2372,2396,2
2372,2561,3
2396,2439,1
2396,2561,1
2400,2517,3
2400,2503,4
2403,2439,1
2403,2626,1
2439,2561,3
2439,2490,1
2442,2556,3
2459,2680,1
2478,2539,2
2478,2723,2
2490,2561,1
2503,2691,1
2513,2604,1
2513,2716,1
2517,2556,2
2539,3011,1
2556,2625,3
2561,2661,2
