0, 0.734074
1, 0.636648
2, 0.702716
3, 0.518326
4, 0.467910
5, 0.630864
6, 0.580617
7, 0.431620
8, 0.463751
9, 0.436778
10, 0.477407
11, 0.353269
12, 0.397969
13, 0.352477
14, 0.338507
15, 0.269699
16, 0.282800
17, 0.340533
18, 0.315143
19, 0.352904
20, 0.247270
21, 0.402639
22, 0.219767
23, 0.354195
24, 0.373727
25, 0.255123
26, 0.234198
27, 0.243779
28, 0.247543
29, 0.184841
30, 0.194373
31, 0.211876
32, 0.223852
33, 0.209222
34, 0.210185
35, 0.216135
36, 0.340278
37, 0.219798
38, 0.332275
39, 0.148280
40, 0.192081
41, 0.170679
42, 0.191070
43, 0.219832
44, 0.167277
45, 0.147932
46, 0.139969
47, 0.208828
48, 0.207713
49, 0.200893
50, 0.205806
51, 0.170579
52, 0.169178
53, 0.154900
54, 0.181034
55, 0.191046
56, 0.172818
57, 0.143981
58, 0.157957
59, 0.163984
60, 0.131861
61, 0.127453
62, 0.127315
63, 0.152837
64, 0.163293
65, 0.174135
66, 0.164369
67, 0.242350
68, 0.158025
69, 0.149600
70, 0.093210
71, 0.147831
72, 0.170656
73, 0.261947
74, 0.168216
75, 0.104488
76, 0.132092
77, 0.079218
78, 0.151887
79, 0.122247
80, 0.112765
81, 0.134745
82, 0.133416
83, 0.073045
84, 0.158438
85, 0.106980
86, 0.070473
87, 0.151633
88, 0.190416
89, 0.135561
90, 0.122580
91, 0.090123
92, 0.092233
93, 0.065432
94, 0.064815
95, 0.071300
96, 0.150726
97, 0.092395
98, 0.142283
99, 0.090535
100, 0.103623
101, 0.058752
102, 0.104938
103, 0.113912
104, 0.090638
105, 0.094119
106, 0.079938
107, 0.096207
108, 0.078704
109, 0.055556
110, 0.090146
111, 0.088358
112, 0.129565
113, 0.055298
114, 0.054821
115, 0.101183
116, 0.089506
117, 0.093210
118, 0.091402
119, 0.072454
120, 0.099695
121, 0.061279
122, 0.070370
123, 0.051852
124, 0.099809
125, 0.090021
126, 0.062037
127, 0.059232
128, 0.072564
129, 0.089203
130, 0.080149
131, 0.047327
132, 0.076157
133, 0.046914
134, 0.062809
135, 0.046296
136, 0.074804
137, 0.091991
138, 0.061111
139, 0.045575
140, 0.055976
141, 0.083961
142, 0.082323
143, 0.072817
144, 0.076490
145, 0.067409
146, 0.074691
147, 0.043981
148, 0.061592
149, 0.048232
150, 0.080291
151, 0.048942
