index,cluster,mmscore
396,"(5060, 5156, 5103, 5167, 4959, 5015, 5242, 5180, 5086, 5055)",0.041666666666666664
397,"(4841, 7820, 7465)",0.018518518518518517
398,"(4199, 4183)",0.041666666666666664
399,"(2892, 2853)",0.018518518518518517
400,"(7619, 7877, 7379, 7099, 7197)",0.041666666666666664
401,"(7224, 7115, 7358)",0.018518518518518517
402,"(6018, 6146, 5253, 5384, 5897, 5514, 5790, 5309, 5950, 6080, 5955, 6470, 5321, 5582, 6096, 5332, 6230, 5721, 6105, 5344, 5608, 5996, 6129, 5497)",0.018518518518518517
403,"(6674, 6735, 6719)",0.041666666666666664
404,"(769, 885)",0.018518518518518517
405,"(1536, 1680, 1809, 1428, 1436, 1564, 1569, 1699, 1572, 1829, 1449, 1580, 1709, 1712, 1354, 1738, 2132, 1880, 1638, 1642, 2026, 1900, 1524, 1780)",0.018518518518518517
406,"(7115, 7573)",0.041666666666666664
407,"(5379, 5124, 6019, 5395, 5523, 5909, 5143, 5656, 5404, 5792, 5668, 5924, 4391, 5674, 5433, 5948, 4285, 5694, 5440, 5568, 5707, 5717, 5974, 5336, 5469, 5598, 5472, 5349, 6006, 5242, 4348)",0.041666666666666664
408,"(2561, 2372, 2661, 1863, 2439, 2794, 1709, 2740, 2873, 2072, 2297, 1786)",0.041666666666666664
409,"(8129, 7778, 8139, 7694, 7542, 7736, 8126)",0.041666666666666664
410,"(2337, 2082, 2213, 2159)",0.041666666666666664
411,"(1946, 1870)",0.041666666666666664
412,"(4609, 4737, 4931, 4772, 4037, 5060, 4647, 4297, 4555, 4368, 4754, 4950, 4183, 4792, 4700, 4703)",0.018518518518518517
413,"(5216, 5601, 5154, 5256, 5321, 5384, 5641, 5581, 5741, 5648, 5203, 5332, 5398, 5305, 5466, 5531, 5534)",0.041666666666666664
414,"(3335, 3081, 4237, 4256, 3364, 4391, 3503, 4400, 3509, 3128, 3256, 3643, 4285, 3136, 3654, 3274, 2892, 3791, 3412, 4180, 4315, 3297, 4217, 4324, 3558, 4462, 3701, 4089, 3322, 4348, 3965)",0.041666666666666664
415,"(450, 422, 550, 138, 13, 305, 7953, 244, 149, 568, 730, 607)",0.041666666666666664
416,"(3361, 4514, 3587, 4291, 3639, 4454, 3403, 3340, 3213, 3916, 4336, 3953, 3699, 4087, 3222, 3126, 3670, 3834)",0.018518518518518517
417,"(2951, 3340, 2318, 2035, 3222, 3327)",0.018518518518518517
418,"(6881, 7685, 7942, 7335, 7463, 7049, 7084, 7665, 7698, 7059, 8126, 7189, 7166)",0.018518518518518517
419,"(8104, 8034, 255)",0.018518518518518517
420,"(5379, 5252, 5668, 5608, 5257, 5497, 5674, 5580, 5790, 5360, 5586, 5395, 5399, 5336, 5177, 5404, 5598)",0.041666666666666664
421,"(3712, 3297, 3844, 2853, 3110, 2982, 3335, 3654, 2221, 3918, 3791, 3643, 3322, 2107)",0.018518518518518517
422,"(1089, 1058, 1699, 1738, 1068, 2256, 1076, 1780, 1880, 1055)",0.041666666666666664
423,"(7361, 7877, 198, 7307, 366, 239, 7665, 115, 19, 7349, 7379, 7541, 152, 7542, 7764, 8126, 7260, 7166)",0.041666666666666664
424,"(2561, 2082, 2403, 2372, 2406, 2439, 2351, 2256, 2396, 2072, 2297, 2490, 2332, 2200)",0.018518518518518517
425,"(4993, 6468, 6437, 6087, 5256, 5641, 6348, 5741, 5933, 5398, 5305, 5083, 6077, 4926, 6399)",0.018518518518518517
426,"(7307, 7822, 7463)",0.041666666666666664
427,"(4867, 4681, 4555, 4876, 4718, 4754, 4854, 4765)",0.041666666666666664
428,"(198, 422, 839, 137, 937, 969, 1002, 1036, 366, 239, 494, 1162, 1202, 19, 1174, 152, 953)",0.041666666666666664
429,"(6080, 5955, 5923, 6150, 6470, 5790, 6549, 6230, 5815, 6014)",0.041666666666666664
430,"(7169, 8073, 13, 7822, 7824, 7953, 6803, 7188, 7444, 7958, 34, 7718, 7850, 6830, 7350, 8133, 7630, 7128, 7517, 7390, 7521, 7650, 7523, 7654, 7789, 7150)",0.018518518518518517
431,"(3712, 4089, 4037)",0.041666666666666664
432,"(2853, 2311, 2604, 2221, 2513, 2740, 2873)",0.018518518518518517
433,"(1536, 515, 1286, 1549, 659, 1049, 924, 928, 802, 1444, 430, 822, 1084, 1353, 1098, 843, 1354, 1102, 726, 1242, 1371, 615, 999, 1003, 749, 1406)",0.018518518518518517
434,"(2657, 1575, 2695, 1580, 2256, 2612, 1076)",0.041666666666666664
435,"(544, 712, 873, 203, 268, 365, 302, 397, 463, 735)",0.018518518518518517
436,"(1738, 3332)",0.03333333333333333
437,"(4953, 5143)",0.018518518518518517
438,"(1353, 1197)",0.041666666666666664
439,"(6451, 5158)",0.03333333333333333
440,"(953, 1427)",0.018518518518518517
441,"(2256, 2657, 2107, 2308)",0.03333333333333333
442,"(5013, 5159)",0.041666666666666664
443,"(1450, 1893)",0.041666666666666664
444,"(1844, 2308)",0.018518518518518517
445,"(2084, 2026, 2132, 2680, 2459, 2876)",0.018518518518518517
446,"(540, 1086)",0.041666666666666664
