index,cluster,mmscore
248,"(6649, 6852, 6638)",0.04183006535947712
249,"(5124, 5260, 5167, 4944, 4959, 5399, 5336, 5177, 5242, 4893, 5055)",0.030303030303030304
250,"(5122, 5124, 5167, 4944, 4959, 5399, 5336, 5177, 5242, 5435, 5055)",0.030303030303030304
251,"(4348, 4324, 4462, 4391)",0.05630227001194743
252,"(4089, 4324, 4348, 4391)",0.044728195937873354
253,"(5861, 5862, 5707, 814, 5656)",0.05793650793650794
254,"(6853, 6615)",0.058333333333333334
255,"(5608, 5514, 5996, 5950, 5721, 5790)",0.02988215488215488
256,"(858, 1125)",0.029849163182496516
257,"(3403, 3213, 3237)",0.04923142096344711
258,"(3120, 3168, 3092)",0.04351851851851852
259,"(4960, 5596, 5541)",0.04351851851851852
260,"(1114, 540, 86)",0.044444444444444446
261,"(6240, 6273, 6180, 6852, 6121, 6537, 6889, 6124, 6220, 6477, 6575, 6385, 6258, 6451, 6548, 6517, 6198, 6265)",0.029411764705882356
262,"(7840, 34, 7523, 7778, 7850, 7852, 13, 7630, 7824, 7953, 7698, 7765, 7958, 7736, 7867)",0.05235042735042735
263,"(7769, 7818, 7910, 7903)",0.0291005291005291
264,"(1920, 2048, 1786, 1709)",0.0291005291005291
265,"(5648, 5601, 5531)",0.05619553376906318
266,"(4626, 4580)",0.052104377104377105
267,"(3237, 3213, 3953, 3670, 3639)",0.05128903413217139
268,"(5808, 5885, 5853)",0.058333333333333334
269,"(1488, 1484, 1575, 1511)",0.03935185185185185
270,"(1488, 1484, 1837, 1511)",0.05092592592592592
271,"(6483, 6604, 6619)",0.05092592592592592
272,"(6324, 6404)",0.03935185185185185
273,"(291, 390, 8104, 23, 87, 88)",0.05092592592592592
274,"(4696, 4709, 4741)",0.05066872427983539
275,"(7169, 6404, 6830, 7150, 6674, 6803, 7188, 6549, 6550, 6870, 7128, 6971, 7101)",0.036201131687242795
276,"(3521, 3693, 3605)",0.050490196078431374
277,"(2625, 2442, 2299, 2556)",0.05038126361655773
278,"(4921, 4938, 4993)",0.050227807172251615
279,"(839, 937, 1002, 1036, 1202, 1174, 763)",0.05702957173545409
280,"(7559, 7754, 7826, 7859, 7613)",0.04471450617283951
281,"(1569, 1524)",0.04994388327721661
282,"(7625, 7754, 7826, 7859, 8020, 7929, 7995, 7964)",0.04989711934156379
283,"(7665, 7524, 7541, 7764)",0.05246913580246913
284,"(7699, 7444, 7718, 43, 8238, 7987, 7863, 7616, 7620, 8133, 8007, 7753, 7881, 8014, 7892, 8149, 8024, 8029, 7517, 7789, 8062)",0.026556776556776556
285,"(7523, 7630, 7518)",0.054914529914529914
286,"(768, 845, 782, 858, 859, 863)",0.0496031746031746
287,"(2561, 2372, 2439, 2351, 2256, 2200)",0.026455026455026454
288,"(2561, 2082, 2372, 2256, 2072, 2396)",0.026455026455026454
289,"(3385, 2995)",0.05359972271736978
290,"(737, 644)",0.049074074074074076
291,"(504, 496, 497, 563, 568, 607)",0.049074074074074076
292,"(5861, 5862, 6121, 5707, 5899, 5909, 5656)",0.03518518518518519
293,"(7524, 8137, 7665, 7379, 7764, 7450)",0.025925925925925925
294,"(6653, 6285)",0.049074074074074076
295,"(4009, 4338, 1427, 4795)",0.049074074074074076
296,"(113, 8020, 70, 7702)",0.03518518518518519
297,"(4352, 4609, 4737, 4931, 4297, 4368, 4792, 4702)",0.04894179894179894
298,"(6971, 6500, 6830, 6674, 6803, 6549, 6550, 6870, 6843)",0.025641025641025644
299,"(3361, 3523, 3588, 3493, 3592, 3401, 3594, 3340, 3661, 3472, 3729, 3637, 3222, 3327)",0.04861111111111111
300,"(7751, 7559, 7625, 7826, 7859, 7929, 7995, 7964, 7613)",0.03414351851851852
301,"(7824, 7850)",0.05149572649572649
302,"(1286, 1354, 843, 1003, 749, 1084, 885, 1242, 924)",0.027292152292152292
303,"(5923, 6150, 5581, 5332, 5815, 6233, 6014)",0.027391975308641972
304,"(1536, 1089, 1347, 1699, 1829, 1449, 1738, 1580, 1644, 1267, 1428, 1301, 1429, 1303, 1780, 1241, 1880, 1436)",0.05108024691358025
305,"(4681, 4718, 4702)",0.04250992063492064
306,"(4960, 5541, 4841, 5464, 5596)",0.047839506172839504
307,"(873, 814)",0.047839506172839504
308,"(291, 390, 400, 306, 23, 87, 88, 506)",0.032407407407407406
309,"(416, 450, 550, 422, 568, 607)",0.05555555555555555
310,"(7130, 7350, 7342)",0.024691358024691357
311,"(3168, 3081, 3120, 3092, 3128)",0.047839506172839504
312,"(737, 644, 86, 1114, 540)",0.029629629629629627
313,"(7364, 7335, 7049, 6992, 7189, 6806, 7349, 7260, 7166)",0.04974279835390946
314,"(7613, 7878, 7559)",0.05039094650205761
315,"(3654, 3791, 3735, 3322, 3643)",0.049667178699436765
316,"(515, 1286, 615, 1098, 1354, 1102, 400, 659, 822, 1242)",0.047364672364672365
317,"(169, 68, 462, 534)",0.02401302401302401
318,"(8074, 43, 8149, 8062)",0.0517636684303351
319,"(5909, 5861)",0.046957671957671955
320,"(2695, 2612, 1903, 1575)",0.05357142857142857
321,"(4950, 4647)",0.04662698412698413
322,"(7736, 7698, 7765, 7778)",0.029629629629629627
323,"(5884, 5823)",0.04645061728395062
324,"(4121, 4022)",0.04631445170660857
325,"(3521, 3074, 3303, 3465, 3980, 3693, 2927, 3377, 3957, 4022)",0.02316630355846042
326,"(7878, 7910, 7818, 7631, 7769, 7514, 7903)",0.02314814814814815
327,"(1920, 2048, 2083, 1863, 1709, 1933, 1786)",0.02314814814814815
328,"(5344, 5253, 5384, 5321, 5514, 5608, 5581, 5497, 5309, 5534)",0.046296296296296294
329,"(8225, 70, 113, 7702, 7738)",0.046296296296296294
330,"(4234, 3766, 2990)",0.028935185185185185
331,"(5344, 5955, 5253, 6470, 5384, 5321, 5975, 5332, 5334, 5846, 6230, 5309)",0.02314814814814815
332,"(6240, 6566, 6570, 6542, 6198, 6006, 5974)",0.052083333333333336
333,"(8029, 8014, 8007)",0.04847883597883598
334,"(5154, 5203, 5531, 5466)",0.051470588235294115
335,"(137, 494, 366, 239, 19, 7764, 763, 8126)",0.05119825708061002
336,"(6971, 6843)",0.045781893004115226
337,"(6500, 6549)",0.037448559670781895
338,"(2256, 2332, 2406)",0.022486772486772486
339,"(3074, 3107, 3523, 3493, 3143, 3594, 3661, 3637, 3194, 3068, 3133)",0.04885361552028219
340,"(6753, 6630, 6711)",0.047685185185185185
341,"(3377, 3465)",0.04537037037037037
342,"(802, 742, 999, 843, 1003, 749, 1084, 1135, 1074, 1049, 924)",0.04522792022792023
343,"(7818, 8074, 8014, 8062, 7987, 7892, 8149, 7863, 8029, 7966)",0.04519400352733686
344,"(5586, 5554, 5580, 5543)",0.04503367003367004
345,"(5435, 5399)",0.04503367003367004
346,"(5257, 5273)",0.04503367003367004
347,"(4172, 4086)",0.04503367003367004
348,"(4944, 5124, 4917)",0.04503367003367004
349,"(6273, 6019, 6542, 5523, 5395, 5907, 6548, 5404, 5792, 5668, 5924, 6566, 5674, 6570, 6451, 5941, 6198, 5433, 5948, 5694, 5568, 6220, 5974, 5598, 6240, 6385, 6517, 6006)",0.04630415644846884
350,"(5846, 5975)",0.044753086419753084
351,"(2561, 2372, 2661, 2439, 2730, 2513, 2297, 2716)",0.04861111111111111
352,"(3699, 3834, 3587)",0.021604938271604937
353,"(5203, 5083)",0.03641975308641975
354,"(1572, 1829, 1638, 1580, 1615, 1564)",0.021604938271604937
355,"(416, 8129, 422)",0.02546296296296296
356,"(7616, 7650, 7517)",0.04468525301858635
357,"(7190, 7191)",0.044515669515669515
358,"(768, 937, 1162, 1132, 496, 1202, 863, 568, 730, 763, 858, 607)",0.021164021164021163
359,"(3136, 3427, 3364, 2892, 3099)",0.044862604540023894
360,"(6080, 5543, 5608, 5580, 5996, 5721, 5950, 5586, 5497, 5853, 5790)",0.020833333333333332
361,"(4737, 4931, 4772, 4647, 4681, 4555, 4718, 4368, 4434, 4950, 4792, 4315, 4285, 4702)",0.020833333333333332
362,"(3507, 3403, 3261)",0.04384531590413943
363,"(6649, 6124, 6638, 6220)",0.0355119825708061
364,"(4548, 4791)",0.04384531590413943
365,"(6265, 6258)",0.0205761316872428
366,"(7489, 7620, 8007, 7881, 7530, 8238)",0.04343033509700176
367,"(4998, 5158, 4840, 4975, 4819, 5017, 5082)",0.020202020202020204
368,"(1730, 1733, 1734, 1638, 1597)",0.022306397306397305
369,"(6018, 5996)",0.043209876543209874
370,"(2626, 2403, 1863, 2072, 2873)",0.02199074074074074
371,"(7521, 7390)",0.04309116809116809
372,"(7444, 7350)",0.04309116809116809
373,"(3136, 3364, 3558, 3274, 2892, 3631, 3759, 3412, 3101, 3807)",0.02120669056152927
374,"(2982, 3274, 2892, 3791, 3322, 3807)",0.02120669056152927
375,"(3936, 3938, 3974, 4109, 3961)",0.04282407407407408
376,"(1125, 839, 1511, 937, 1575, 1036, 1645, 494, 366, 239, 19, 1459, 1109, 152, 858)",0.02096949891067538
377,"(1536, 1597, 1549)",0.04237891737891738
378,"(1385, 1444, 1406)",0.04237891737891738
379,"(5440, 5433, 5444)",0.043010752688172046
380,"(2982, 3335, 3503, 3509, 3448)",0.043010752688172046
381,"(6516, 6324, 6404, 6550)",0.041666666666666664
382,"(6402, 6410)",0.041666666666666664
383,"(6157, 6110)",0.041666666666666664
384,"(5721, 5703)",0.041666666666666664
385,"(5551, 5511)",0.018518518518518517
386,"(4961, 4973)",0.041666666666666664
387,"(2084, 2157)",0.041666666666666664
388,"(1363, 1348)",0.041666666666666664
389,"(1250, 1086, 1231)",0.018518518518518517
390,"(955, 948, 981)",0.041666666666666664
391,"(306, 172, 430)",0.041666666666666664
392,"(7698, 7654)",0.041666666666666664
393,"(7465, 86)",0.041666666666666664
394,"(7003, 7030)",0.041666666666666664
395,"(3822, 3766, 3006, 4234)",0.041666666666666664
