15,21,21AlpAnd,11BetCas,0,0.00010656239019907543
15,168,21AlpAnd,18AlpCas,0,0.0001804035492188676
15,8961,21AlpAnd,16LamAnd,0,0.0006430740091479956
15,8965,21AlpAnd,17IotAnd,0,0.0009562402138982378
15,39,21AlpAnd,88GamPeg,10,0.00425073341069758
15,165,21AlpAnd,31DelAnd,3,0.01767763401758856
15,8905,21AlpAnd,68UpsPeg,1,0.002622526812081298
15,8775,21AlpAnd,53BetPeg,7,0.0057940404156904554
21,8650,11BetCas,44EtaPeg,0,3.743979250610244e-05
21,8238,11BetCas,8BetCep,0,0.000664890474301424
21,8974,11BetCas,35GamCep,0,0.000906444142935846
21,168,11BetCas,18AlpCas,12,0.06278249074143777
21,130,11BetCas,15KapCas,4,0.015321361915674934
21,153,11BetCas,17ZetCas,1,0.014891010223473396
21,264,11BetCas,27GamCas,8,0.039175900910062164
21,8571,11BetCas,27DelCep,1,0.0028241211941271546
21,8694,11BetCas,32IotCep,1,0.004749461769698339
21,8961,11BetCas,16LamAnd,1,0.0021372802906892007
25,8848,EpsPhe,GamTuc,0,0.0016601331328407027
25,191,EpsPhe,EtaPhe,0,0.0020795849491883098
25,8747,EpsPhe,ZetGru,0,0.002265661189696121
25,100,EpsPhe,KapPhe,2,0.029917000325552428
25,8937,EpsPhe,BetScl,1,0.004146484853807148
39,8709,88GamPeg,76DelAqr,0,1.609567406741743e-05
39,188,88GamPeg,16BetCet,0,4.125832676234436e-05
39,402,88GamPeg,45TheCet,0,6.758136585247143e-05
39,334,88GamPeg,31EtaCet,0,8.618828360293582e-05
39,74,88GamPeg,8IotCet,0,0.0002729047849575367
39,8905,88GamPeg,68UpsPeg,0,0.0013239988479992232
39,8916,88GamPeg,10ThePsc,0,0.0016606998218227406
39,215,88GamPeg,34ZetAnd,0,0.0027174480278549153
39,8969,88GamPeg,17IotPsc,1,0.0028393005180827467
48,8937,7Cet,BetScl,0,0.00028743136367071837
48,8863,7Cet,GamScl,0,0.0005605514362322143
48,8988,7Cet,105Ome2Aqr,2,0.005773102309893448
74,8698,8IotCet,73LamAqr,0,0.00040969266742315675
74,8852,8IotCet,6GamPsc,0,0.000717459885087972
74,8988,8IotCet,105Ome2Aqr,0,0.0035984153326179933
74,188,8IotCet,16BetCet,3,0.007016818918446223
74,334,8IotCet,31EtaCet,1,0.005066094665688583
77,705,ZetTuc,DelHyi,0,0.0014774977180844998
77,98,ZetTuc,BetHyi,0,0.0015036806816512683
77,126,ZetTuc,Bet1Tuc,2,0.019847308708133227
77,9076,ZetTuc,EpsTuc,1,0.016407381274554534
98,4798,BetHyi,AlpMus,0,1.6300582215725294e-05
98,4037,BetHyi,OmeCar,0,1.9898675842991063e-05
98,5671,BetHyi,GamTrA,0,2.4607616577427685e-05
98,6217,BetHyi,AlpTrA,0,6.235654003925578e-05
98,6102,BetHyi,GamAps,0,0.0002119760991326841
98,8540,BetHyi,DelTuc,0,0.0005879648237459393
98,9076,BetHyi,EpsTuc,0,0.0013857056904356421
98,705,BetHyi,DelHyi,1,0.0017859484237746327
98,1208,BetHyi,GamHyi,1,0.0028569098693892194
98,8254,BetHyi,NuOct,1,0.0044411919500745144
99,8892,AlpPhe,98Aqr,0,0.00011499664371121577
99,188,AlpPhe,16BetCet,0,0.0005553998089083083
99,8636,AlpPhe,BetGru,0,0.0020036570185944682
99,100,AlpPhe,KapPhe,2,0.05423690264461414
100,322,KapPhe,BetPhe,2,0.01063764526371454
126,8502,Bet1Tuc,AlpTuc,0,0.001088835297616103
126,8848,Bet1Tuc,GamTuc,1,0.0040079129119417935
130,8819,15KapCas,33PiCep,0,0.0010994043398269667
130,264,15KapCas,27GamCas,3,0.021020231293235568
153,269,17ZetCas,37MuAnd,0,0.0011368049734273048
153,168,17ZetCas,18AlpCas,1,0.03739367987838751
153,464,17ZetCas,51And,1,0.004584006699054437
153,8961,17ZetCas,16LamAnd,1,0.003168545153029076
154,8965,29PiAnd,17IotAnd,0,0.001021189546640069
154,165,29PiAnd,31DelAnd,3,0.020873717694602643
154,269,29PiAnd,37MuAnd,3,0.008868779874880566
154,337,29PiAnd,43BetAnd,1,0.0073140397844418835
163,271,30EpsAnd,38EtaAnd,0,0.0068937220357039265
163,165,30EpsAnd,31DelAnd,1,0.028425716134175296
163,215,30EpsAnd,34ZetAnd,2,0.011046855594956821
165,168,31DelAnd,18AlpCas,0,0.0001457209292622355
165,437,31DelAnd,99EtaPsc,0,0.0005700216608602005
165,337,31DelAnd,43BetAnd,2,0.013588481647104677
168,337,18AlpCas,43BetAnd,0,0.0009239516431198506
168,603,18AlpCas,57Gam1And,0,0.0016296882333135662
168,219,18AlpCas,24EtaCas,4,0.054941266972988324
168,343,18AlpCas,33TheCas,2,0.013999619896311792
188,429,16BetCet,GamPhe,0,0.00012986596630569364
188,8728,16BetCet,24AlpPsA,0,0.00041441668106633747
188,334,16BetCet,31EtaCet,2,0.009704869145951747
188,509,16BetCet,52TauCet,1,0.0028740003333680027
191,338,EtaPhe,ZetPhe,1,0.014227051381180682
215,271,34ZetAnd,38EtaAnd,1,0.02300472721094852
219,603,24EtaCas,57Gam1And,0,0.0006628355897351737
219,264,24EtaCas,27GamCas,3,0.03897921425401019
224,334,63DelPsc,31EtaCet,0,0.0005212282612434812
224,9089,63DelPsc,30Psc,0,0.0006620044339948626
224,271,63DelPsc,38EtaAnd,0,0.0007754891857477894
224,294,63DelPsc,71EpsPsc,3,0.017999773499403755
224,9072,63DelPsc,28OmePsc,1,0.002385293074989137
